동,아파트,건축년도,매수자,해제사유발생일,해제여부,거래금액,일,월,년,거래유형,estateAgentSggNm,전용면적,층,지번,landLeaseholdGbn,등기일자,지역코드,매도자,법정동,시군구
106,인왕산현대,2000,개인,,,"69,500",3,2,2024,중개거래,서울 서대문구,59.93,14,460,N,24.03.07,11410,개인,홍제동,서울특별시 서대문구
103,천연뜨란채,2006,개인,,,"80,000",2,2,2024,중개거래,서울 서대문구,57.78,17,145,N,24.03.15,11410,개인,천연동,서울특별시 서대문구
106,DMC래미안클라시스,2000,개인,,,"67,000",16,2,2024,중개거래,서울 서대문구,59.93,1,377,N,24.03.26,11410,개인,남가좌동,서울특별시 서대문구
101,북아현경남,1996,개인,,,"94,900",6,2,2024,중개거래,서울 서대문구,59.77,3,1006,N,24.02.20,11410,개인,북아현동,서울특별시 서대문구
106,DMC래미안클라시스,2000,개인,,,"75,000",4,2,2024,중개거래,서울 서대문구,59.59,16,377,N,24.05.30,11410,개인,남가좌동,서울특별시 서대문구
114,DMC래미안클라시스,2000,개인,,,"72,700",2,2,2024,중개거래,서울 서대문구,59.59,17,377,N,24.04.26,11410,개인,남가좌동,서울특별시 서대문구
113,DMC래미안클라시스,2000,개인,,,"105,000",7,2,2024,중개거래,서울 서대문구,114.88,16,377,N,24.05.30,11410,개인,남가좌동,서울특별시 서대문구
103,북한산더샵,2017,개인,,,"107,500",7,2,2024,중개거래,서울 서대문구,84.832,20,464,N,24.04.29,11410,개인,홍은동,서울특별시 서대문구
113,DMC래미안클라시스,2000,개인,,,"69,000",3,2,2024,중개거래,서울 서대문구,59.93,1,377,N,24.03.29,11410,개인,남가좌동,서울특별시 서대문구
11동,홍연,1981,개인,,,"39,000",2,2,2024,중개거래,서울 서대문구,52.23,1,708-4,N,24.02.28,11410,개인,연희동,서울특별시 서대문구
303,DMC파크뷰자이3단지,2015,개인,,,"91,000",1,2,2024,중개거래,서울 서대문구,59.981,7,385,N,24.03.18,11410,개인,남가좌동,서울특별시 서대문구
117,홍은동벽산,1997,개인,,,"66,000",3,2,2024,중개거래,"경기 고양시 일산서구, 서울 서대문구",84.78,5,455,N,24.05.03,11410,개인,홍은동,서울특별시 서대문구
110,DMC에코자이,2019,개인,,,"90,000",2,2,2024,중개거래,서울 서대문구,59.79,1,389,N,24.03.26,11410,개인,남가좌동,서울특별시 서대문구
101,문화촌현대,2002,개인,,,"58,000",2,2,2024,중개거래,서울 서대문구,59.94,6,463,N,24.04.15,11410,개인,홍제동,서울특별시 서대문구
103,홍제한양,1993,개인,,,"62,000",4,2,2024,중개거래,서울 서대문구,60.06,6,82,N,24.03.04,11410,개인,홍제동,서울특별시 서대문구
107,DMC센트럴아이파크,2018,개인,,,"80,000",31,3,2024,중개거래,경기 부천시 원미구,84.97,16,388,N,24.05.03,11410,개인,남가좌동,서울특별시 서대문구
,연희궁,1972,개인,,,"13,000",30,3,2024,중개거래,서울 서대문구,42.38,4,196-1,N,24.05.03,11410,개인,연희동,서울특별시 서대문구
107,DMC래미안클라시스,2000,개인,,,"80,000",27,3,2024,중개거래,"서울 마포구, 서울 서대문구",84.9,18,377,N,24.05.29,11410,개인,남가좌동,서울특별시 서대문구
102,연희파크푸르지오,2018,기타,,,"93,000",23,3,2024,중개거래,서울 서대문구,84.4317,4,747,N,24.04.30,11410,개인,연희동,서울특별시 서대문구
104,연희파크푸르지오,2018,개인,,,"86,000",27,3,2024,중개거래,서울 서대문구,59.9835,19,747,N,24.06.24,11410,개인,연희동,서울특별시 서대문구
101,e편한세상신촌1단지,2018,개인,,,"147,500",30,3,2024,중개거래,"서울 서대문구, 서울 서초구",84.98,20,1013,N,24.05.27,11410,법인,북아현동,서울특별시 서대문구
106,래미안남가좌2차,2005,개인,,,"88,000",31,3,2024,중개거래,서울 서대문구,59.788,12,379,N,24.06.21,11410,개인,남가좌동,서울특별시 서대문구
103,e편한세상신촌1단지,2018,개인,,,"123,000",21,3,2024,중개거래,서울 서대문구,59.85,2,1013,N,24.05.27,11410,개인,북아현동,서울특별시 서대문구
110,독립문극동(200-0),1998,개인,,,"130,000",30,3,2024,중개거래,서울 서대문구,114.51,6,200,N,24.05.09,11410,개인,현저동,서울특별시 서대문구
107,래미안남가좌2차,2005,개인,,,"88,500",25,3,2024,중개거래,서울 서대문구,59.788,15,379,N,24.08.12,11410,개인,남가좌동,서울특별시 서대문구
310,DMC래미안e편한세상,2012,개인,,,"113,500",30,3,2024,중개거래,서울 서대문구,84.95,10,481,N,24.06.05,11410,개인,북가좌동,서울특별시 서대문구
105,DMC래미안e편한세상,2012,개인,,,"99,000",30,3,2024,중개거래,서울 서대문구,59.97,14,481,N,24.08.12,11410,개인,북가좌동,서울특별시 서대문구
107,서대문푸르지오센트럴파크,2022,개인,,,"105,000",28,3,2024,중개거래,서울 서대문구,59.98,11,478,N,24.09.20,11410,개인,홍제동,서울특별시 서대문구
106,신촌푸르지오,2015,개인,,,"121,500",30,3,2024,중개거래,서울 서대문구,59.9973,9,1011,N,24.07.03,11410,개인,북아현동,서울특별시 서대문구
302,DMC래미안e편한세상,2012,개인,,,"119,000",30,3,2024,중개거래,서울 서대문구,84.92,30,481,N,24.08.12,11410,개인,북가좌동,서울특별시 서대문구
,노블레스,2004,개인,,,"74,000",22,3,2024,중개거래,서울 마포구,125.84,6,416,N,24.06.19,11410,개인,창천동,서울특별시 서대문구
106,인왕산현대,2000,개인,,,"70,000",30,3,2024,중개거래,서울 서대문구,59.93,12,460,N,24.07.12,11410,개인,홍제동,서울특별시 서대문구
404,DMC래미안e편한세상,2012,개인,,,"104,000",30,3,2024,중개거래,서울 서대문구,84.95,10,481,N,24.06.05,11410,개인,북가좌동,서울특별시 서대문구
,e편한세상신촌1단지,2018,개인,24.04.16,O,"123,000",21,3,2024,중개거래,서울 서대문구,59.85,2,1013,N,,11410,개인,북아현동,서울특별시 서대문구
302,DMC파크뷰자이3단지,2015,개인,,,"106,500",25,3,2024,중개거래,서울 서대문구,84.968,4,385,N,24.04.25,11410,개인,남가좌동,서울특별시 서대문구
301,e편한세상신촌3단지,2018,개인,,,"156,000",27,3,2024,중개거래,서울 서대문구,84.93,19,1013,N,24.05.30,11410,개인,북아현동,서울특별시 서대문구
213,돈의문센트레빌,2011,개인,,,"100,000",23,3,2024,중개거래,서울 서대문구,59.98,9,261,N,24.05.24,11410,개인,냉천동,서울특별시 서대문구
115,DMC파크뷰자이1단지,2015,개인,,,"126,000",30,3,2024,중개거래,서울 서대문구,84.971,23,385,N,24.07.15,11410,개인,남가좌동,서울특별시 서대문구
103,북가좌삼호,1996,개인,,,"76,000",22,3,2024,중개거래,서울 서대문구,84.57,3,449,N,24.05.13,11410,개인,북가좌동,서울특별시 서대문구
101,독립문삼호,1995,개인,,,"90,000",30,3,2024,중개거래,서울 서대문구,75.66,7,100,N,24.07.19,11410,개인,영천동,서울특별시 서대문구
106,서대문푸르지오센트럴파크,2022,개인,,,"100,000",28,3,2024,직거래,,84.95,13,478,N,24.04.12,11410,개인,홍제동,서울특별시 서대문구
207,DMC파크뷰자이2단지,2015,개인,,,"99,000",25,3,2024,중개거래,서울 서대문구,59.981,4,385,N,24.06.28,11410,개인,남가좌동,서울특별시 서대문구
,제니스뷰아파트,2022,개인,,,"67,500",22,3,2024,중개거래,서울 서대문구,69.65,6,196-26,N,24.05.31,11410,개인,홍제동,서울특별시 서대문구
,서대문푸르지오센트럴파크,2022,개인,,,"130,000",21,3,2024,중개거래,서울 서대문구,84.95,11,478,N,,11410,개인,홍제동,서울특별시 서대문구
303,DMC파크뷰자이3단지,2015,개인,,,"94,000",30,3,2024,중개거래,서울 서대문구,59.981,16,385,N,24.07.15,11410,개인,남가좌동,서울특별시 서대문구
,제니스,2017,개인,,,"60,000",27,3,2024,중개거래,서울 서대문구,59.56,9,131-2,N,24.07.01,11410,개인,홍제동,서울특별시 서대문구
,연희자이엘라,2014,개인,,,"15,300",20,3,2024,중개거래,서울 서대문구,13.642,12,745,N,24.04.29,11410,개인,연희동,서울특별시 서대문구
303,DMC래미안e편한세상,2012,개인,,,"110,000",19,3,2024,중개거래,서울 서대문구,84.92,3,481,N,24.09.12,11410,개인,북가좌동,서울특별시 서대문구
101,북아현경남,1996,개인,,,"99,000",25,3,2024,중개거래,서울 서대문구,59.77,4,1006,N,24.06.24,11410,개인,북아현동,서울특별시 서대문구
105,남가좌동현대,1999,개인,,,"83,000",30,3,2024,중개거래,서울 서대문구,84.78,20,376,N,24.09.12,11410,개인,남가좌동,서울특별시 서대문구
303,DMC파크뷰자이3단지,2015,개인,,,"94,500",24,3,2024,중개거래,서울 서대문구,59.981,8,385,N,24.07.31,11410,개인,남가좌동,서울특별시 서대문구
204,DMC래미안e편한세상,2012,개인,,,"89,000",30,3,2024,중개거래,서울 서대문구,59.97,2,481,N,24.05.23,11410,개인,북가좌동,서울특별시 서대문구
208,DMC래미안e편한세상,2012,개인,,,"159,500",23,3,2024,중개거래,"경기 고양시 덕양구, 서울 서대문구",120.95,18,481,N,24.07.30,11410,개인,북가좌동,서울특별시 서대문구
,충우하이빌,2003,개인,,,"44,500",26,3,2024,중개거래,서울 영등포구,105.44,3,51-151,N,24.05.27,11410,개인,연희동,서울특별시 서대문구
107,DMC래미안e편한세상,2012,개인,,,"94,000",20,3,2024,중개거래,서울 서대문구,59.97,18,481,N,24.04.30,11410,개인,북가좌동,서울특별시 서대문구
102동,대경아르체,2018,개인,,,"54,000",30,3,2024,중개거래,서울 서대문구,52.26,9,488,N,24.05.02,11410,개인,북가좌동,서울특별시 서대문구
,한울뉴타운,2004,개인,,,"48,000",22,3,2024,중개거래,서울 서대문구,73.29,6,418-22,N,24.05.17,11410,개인,북가좌동,서울특별시 서대문구
107,남가좌동현대,1999,개인,,,"63,000",18,3,2024,중개거래,서울 서대문구,59.4,5,376,N,24.06.25,11410,개인,남가좌동,서울특별시 서대문구
103,두산,1999,개인,,,"76,500",11,3,2024,중개거래,서울 서대문구,59.96,10,1009,N,24.06.04,11410,개인,북아현동,서울특별시 서대문구
101,두산,1999,개인,,,"78,250",22,3,2024,중개거래,서울 서대문구,59.96,5,1009,N,24.06.28,11410,개인,북아현동,서울특별시 서대문구
104,홍제한양,1993,개인,,,"61,000",30,3,2024,중개거래,서울 서대문구,60.06,5,82,N,24.04.29,11410,개인,홍제동,서울특별시 서대문구
101,HDX휴팰리스,2018,개인,,,"63,000",29,3,2024,중개거래,서울 서대문구,59.0362,14,465,N,24.07.25,11410,개인,홍은동,서울특별시 서대문구
213,DMC파크뷰자이2단지,2015,개인,,,"112,000",28,3,2024,중개거래,"경기 김포시, 서울 서대문구",84.968,9,385,N,24.06.25,11410,개인,남가좌동,서울특별시 서대문구
202,신촌푸르지오,2015,개인,,,"155,000",15,3,2024,직거래,,84.9572,17,1011,N,24.04.17,11410,개인,북아현동,서울특별시 서대문구
104,DMC래미안e편한세상,2012,개인,,,"95,500",23,3,2024,중개거래,서울 서대문구,59.97,10,481,N,24.04.30,11410,개인,북가좌동,서울특별시 서대문구
404,DMC래미안e편한세상,2012,개인,,,"106,500",29,3,2024,중개거래,서울 서대문구,84.95,4,481,N,24.06.03,11410,개인,북가좌동,서울특별시 서대문구
401,e편한세상신촌4단지,2018,개인,,,"138,300",29,3,2024,중개거래,서울 서대문구,59.9,29,1013,N,25.01.23,11410,개인,북아현동,서울특별시 서대문구
,에이원,2015,개인,,,"55,800",22,3,2024,중개거래,서울 서대문구,58.79,7,132-5,N,24.06.24,11410,개인,홍제동,서울특별시 서대문구
104,독립문삼호,1995,개인,,,"113,800",23,3,2024,중개거래,서울 서대문구,108.63,6,100,N,24.06.21,11410,개인,영천동,서울특별시 서대문구
101,풍림2,1990,개인,,,"55,000",12,3,2024,중개거래,서울 서대문구,58.5,11,453-2,N,24.04.12,11410,개인,홍은동,서울특별시 서대문구
203,e편한세상신촌2단지,2018,개인,,,"125,500",22,3,2024,중개거래,서울 서대문구,59.85,3,1013,N,24.07.29,11410,개인,북아현동,서울특별시 서대문구
104,DMC두산위브,2007,개인,,,"80,800",22,3,2024,중개거래,서울 서대문구,84.9623,9,459,N,24.06.17,11410,개인,북가좌동,서울특별시 서대문구
106,남가좌동현대,1999,개인,,,"89,000",22,3,2024,중개거래,서울 서대문구,84.78,15,376,N,24.07.31,11410,개인,남가좌동,서울특별시 서대문구
,선명(101동),2005,개인,,,"52,000",8,3,2024,직거래,,65,2,703-32,N,24.04.02,11410,개인,연희동,서울특별시 서대문구
105,힐스테이트신촌,2020,개인,,,"110,000",23,3,2024,중개거래,서울 용산구,55.9706,10,1017,N,24.04.26,11410,개인,북아현동,서울특별시 서대문구
106,홍은동풍림아이원,2002,개인,,,"65,000",15,3,2024,중개거래,서울 서대문구,84.918,13,460,N,24.05.20,11410,개인,홍은동,서울특별시 서대문구
202,성원쌍떼빌팰리스,2005,개인,,,"95,000",4,3,2024,직거래,,84.98,2,742,N,24.04.19,11410,개인,연희동,서울특별시 서대문구
111,힐스테이트신촌,2020,개인,,,"134,000",30,3,2024,중개거래,서울 서대문구,84.9136,8,1017,N,24.08.16,11410,개인,북아현동,서울특별시 서대문구
107,남가좌동현대,1999,개인,,,"65,500",23,3,2024,중개거래,서울 서대문구,59.4,11,376,N,24.05.02,11410,개인,남가좌동,서울특별시 서대문구
111,힐스테이트신촌,2020,개인,,,"145,000",30,3,2024,중개거래,서울 서대문구,84.9715,2,1017,N,24.08.14,11410,개인,북아현동,서울특별시 서대문구
103,래미안남가좌2차,2005,개인,,,"89,900",10,3,2024,중개거래,서울 서대문구,84.806,1,379,N,24.07.12,11410,개인,남가좌동,서울특별시 서대문구
103,남양,1999,개인,,,"52,000",21,3,2024,중개거래,서울 서대문구,59.94,17,457,N,24.04.25,11410,개인,홍제동,서울특별시 서대문구
304,e편한세상신촌3단지,2018,개인,,,"132,000",30,3,2024,중개거래,서울 서대문구,59.85,6,1013,N,24.08.30,11410,개인,북아현동,서울특별시 서대문구
3,홍은미성,1985,개인,,,"46,500",15,3,2024,중개거래,서울 서대문구,65.43,5,186-1,N,24.06.21,11410,개인,홍은동,서울특별시 서대문구
108,홍제센트럴IPARK,2020,개인,,,"108,740",28,3,2024,중개거래,서울 서대문구,84.9644,7,473,N,24.04.11,11410,개인,홍제동,서울특별시 서대문구
102,두산,1997,개인,,,"65,000",14,3,2024,중개거래,서울 서대문구,84.84,14,456,N,24.06.26,11410,개인,홍은동,서울특별시 서대문구
117,DMC파크뷰자이1단지,2015,개인,,,"133,000",26,3,2024,중개거래,"서울 서대문구, 서울 은평구",84.98,23,385,N,24.05.22,11410,개인,남가좌동,서울특별시 서대문구
201,신촌푸르지오,2015,개인,,,"168,000",29,3,2024,중개거래,서울 서대문구,109.0901,6,1011,N,24.03.29,11410,개인,북아현동,서울특별시 서대문구
211,DMC파크뷰자이2단지,2015,개인,,,"119,000",28,3,2024,중개거래,서울 서대문구,84.968,12,385,N,24.06.27,11410,개인,남가좌동,서울특별시 서대문구
106,독립문극동(200-0),1998,개인,,,"85,000",26,3,2024,중개거래,"서울 광진구, 서울 성북구",59.58,9,200,N,24.06.25,11410,개인,현저동,서울특별시 서대문구
,센타폴리스,2005,개인,,,"53,000",27,3,2024,중개거래,서울 서대문구,76.56,4,381,N,24.05.07,11410,개인,창천동,서울특별시 서대문구
,연희웨스트팰리스,2014,개인,,,"13,300",28,3,2024,중개거래,서울 서대문구,13.12,7,746,N,24.04.24,11410,개인,연희동,서울특별시 서대문구
107,DMC에코자이,2019,개인,,,"105,500",23,3,2024,중개거래,서울 서대문구,72.845,7,389,N,24.05.27,11410,개인,남가좌동,서울특별시 서대문구
105,힐스테이트신촌,2020,개인,,,"103,300",17,3,2024,중개거래,서울 서대문구,55.9706,5,1017,N,24.05.10,11410,개인,북아현동,서울특별시 서대문구
101동,DMC현대아파트,2000,개인,,,"68,500",11,3,2024,중개거래,"서울 구로구, 서울 서대문구",71.89,10,453,N,24.06.14,11410,개인,북가좌동,서울특별시 서대문구
101,성원,2001,개인,,,"61,500",23,3,2024,중개거래,서울 서대문구,59.61,6,740,N,24.05.28,11410,개인,연희동,서울특별시 서대문구
218,DMC파크뷰자이2단지,2015,개인,,,"115,000",24,3,2024,중개거래,서울 서대문구,84.909,10,385,N,24.05.24,11410,개인,남가좌동,서울특별시 서대문구
101,두산,1999,개인,,,"70,500",20,3,2024,중개거래,서울 서대문구,59.96,2,1009,N,24.07.04,11410,개인,북아현동,서울특별시 서대문구
103,유원하나,1996,개인,,,"59,000",21,3,2024,중개거래,서울 서대문구,82.35,8,454,N,24.05.20,11410,개인,홍제동,서울특별시 서대문구
114,DMC파크뷰자이1단지,2015,개인,,,"100,000",14,3,2024,중개거래,서울 서대문구,59.992,4,385,N,24.05.31,11410,개인,남가좌동,서울특별시 서대문구
